Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
8425    3.261491e-34
33522   3.521258e-34
14393   3.850615e-34
14403   3.850615e-34
13082   3.859941e-34
13101   3.859941e-34
9252    4.162994e-34
27747   4.252849e-34
27762   4.252849e-34
27776   4.252849e-34
31574   4.352731e-34
31590   4.352731e-34
31606   4.352731e-34
27729   5.110720e-34
27740   5.110720e-34
9592    5.110720e-34
9598    5.110720e-34
35106   5.548641e-34
35128   5.548641e-34
35149   5.548641e-34
35169   5.548641e-34
7395    6.364975e-34
7417    6.364975e-34
27965   6.450197e-34
28017   6.450197e-34
28045   6.450197e-34
28072   6.450197e-34
28086   6.450197e-34
28113   6.450197e-34
29040   7.164913e-34
29049   7.164913e-34
29058   7.164913e-34
29067   7.164913e-34
29080   7.164913e-34
8392    7.567197e-34
8427    7.567197e-34
35112   7.667085e-34
35133   7.667085e-34
35155   7.667085e-34
35175   7.667085e-34
35190   7.667085e-34
35205   7.667085e-34
35219   7.667085e-34
35114   8.679546e-34
35135   8.679546e-34
35177   8.679546e-34
35192   8.679546e-34
35207   8.679546e-34
35221   8.679546e-34
14331   8.908007e-34
14340   8.908007e-34
11680   1.162095e-33
11691   1.162095e-33
11701   1.162095e-33
35120   1.419023e-33
35141   1.419023e-33
35161   1.419023e-33
35183   1.419023e-33
35198   1.419023e-33
35213   1.419023e-33
35227   1.419023e-33
35237   1.419023e-33
13544   1.512821e-33
24239   1.512821e-33
24251   1.512821e-33
24262   1.512821e-33
24272   1.512821e-33
24283   1.512821e-33
24294   1.512821e-33
24305   1.512821e-33
24316   1.512821e-33
24328   1.512821e-33
35113   1.579210e-33
35134   1.579210e-33
35156   1.579210e-33
35176   1.579210e-33
35191   1.579210e-33
35206   1.579210e-33
35220   1.579210e-33
27730   1.795230e-33
27741   1.795230e-33
14716   2.102677e-33
31579   2.180219e-33
31595   2.180219e-33
31611   2.180219e-33
23508   2.703371e-33
13451   3.044599e-33
12262   3.170860e-33
16720   3.473659e-33
16729   3.473659e-33
16735   3.473659e-33
16742   3.473659e-33
16749   3.473659e-33
11273   3.483635e-33
11237   3.624187e-33
11249   3.624187e-33
23329   5.913957e-33
23332   5.913957e-33
23044   6.590218e-33
23056   6.590218e-33
23068   6.590218e-33
29816   6.883188e-33
29828   6.883188e-33
29842   6.883188e-33
29641   7.212497e-33
10061   8.027831e-33
27732   9.245538e-33
27743   9.245538e-33
11121   1.245720e-32
23125   1.423699e-32
855     1.525955e-32
867     1.525955e-32
880     1.525955e-32
892     1.525955e-32
906     1.525955e-32
17224   1.703236e-32
25850   2.508282e-32
29046   3.790298e-32
29064   3.790298e-32
29077   3.790298e-32
32667   3.962492e-32
32681   3.962492e-32
32695   3.962492e-32
32708   3.962492e-32
32721   3.962492e-32
32735   3.962492e-32
32748   3.962492e-32
32762   3.962492e-32
8331    4.424959e-32
8339    4.424959e-32
8344    4.424959e-32
8355    4.424959e-32
8366    4.424959e-32
8375    4.424959e-32
29574   4.576369e-32
29600   4.576369e-32
29626   4.576369e-32
31573   4.618309e-32
31589   4.618309e-32
31605   4.618309e-32
35119   6.834665e-32
35140   6.834665e-32
35160   6.834665e-32
35182   6.834665e-32
35197   6.834665e-32
35212   6.834665e-32
35226   6.834665e-32
35236   6.834665e-32
17266   7.100143e-32
17277   7.100143e-32
17287   7.100143e-32
17302   7.100143e-32
1372    7.839435e-32
1381    7.839435e-32
1390    7.839435e-32
1397    7.839435e-32
1404    7.839435e-32
8400    9.882809e-32
8435    9.882809e-32
20641   1.052229e-31
20653   1.052229e-31
850     1.110794e-31
862     1.110794e-31
875     1.110794e-31
887     1.110794e-31
901     1.110794e-31
12258   1.130450e-31
27753   1.156702e-31
27768   1.156702e-31
27782   1.156702e-31
29037   1.427289e-31
29055   1.427289e-31
4296    1.487045e-31
4311    1.487045e-31
4324    1.487045e-31
4338    1.487045e-31
4349    1.487045e-31
11233   1.737601e-31
11245   1.737601e-31
11257   1.737601e-31
8394    1.968364e-31
8429    1.968364e-31
29572   2.317440e-31
29598   2.317440e-31
29624   2.317440e-31
13097   2.319364e-31
13116   2.319364e-31
11236   2.555939e-31
11248   2.555939e-31
11260   2.555939e-31
11272   2.555939e-31
27731   2.660169e-31
27742   2.660169e-31
35109   2.955350e-31
35131   2.955350e-31
35152   2.955350e-31
35172   2.955350e-31
23039   3.310355e-31
23051   3.310355e-31
23063   3.310355e-31
8388    4.018554e-31
8423    4.018554e-31
27966   4.024493e-31
28018   4.024493e-31
28046   4.024493e-31
28073   4.024493e-31
28087   4.024493e-31
28114   4.024493e-31
15620   4.042965e-31
15640   4.042965e-31
23040   4.208888e-31
23052   4.208888e-31
23064   4.208888e-31
17264   4.239417e-31
17275   4.239417e-31
17285   4.239417e-31
17300   4.239417e-31
21296   4.993777e-31
1436    5.031956e-31
1447    5.031956e-31
1458    5.031956e-31
25851   5.157555e-31
11604   5.450611e-31
17262   5.737271e-31
17273   5.737271e-31
17283   5.737271e-31
17298   5.737271e-31
23041   5.834243e-31
23053   5.834243e-31
23065   5.834243e-31
8337    6.883676e-31
8353    6.883676e-31
8364    6.883676e-31
29038   7.304845e-31
29047   7.304845e-31
29056   7.304845e-31
29065   7.304845e-31
29078   7.304845e-31
12256   7.545402e-31
16721   7.947593e-31
16730   7.947593e-31
16736   7.947593e-31
16743   7.947593e-31
16750   7.947593e-31
11176   8.518738e-31
11185   8.518738e-31
20642   1.048240e-30
20646   1.048240e-30
20649   1.048240e-30
20654   1.048240e-30
14414   1.119647e-30
849     1.242290e-30
861     1.242290e-30
874     1.242290e-30
886     1.242290e-30
900     1.242290e-30
13091   1.599221e-30
13110   1.599221e-30
33658   1.733889e-30
20640   2.513431e-30
20645   2.513431e-30
20652   2.513431e-30
17263   2.681040e-30
17274   2.681040e-30
17284   2.681040e-30
17299   2.681040e-30
17196   3.405849e-30
29646   3.626437e-30
27749   3.976090e-30
27764   3.976090e-30
27778   3.976090e-30
10464   4.146386e-30
10476   4.146386e-30
10485   4.146386e-30
32669   4.207414e-30
32683   4.207414e-30
32697   4.207414e-30
32710   4.207414e-30
32723   4.207414e-30
32737   4.207414e-30
32750   4.207414e-30
32764   4.207414e-30
13088   4.404900e-30
13107   4.404900e-30
8398    4.421952e-30
8433    4.421952e-30
33654   4.455921e-30
33663   4.455921e-30
33675   4.455921e-30
33687   4.455921e-30
33715   4.455921e-30
33724   4.455921e-30
33735   4.455921e-30
27975   4.549554e-30
28027   4.549554e-30
28055   4.549554e-30
28096   4.549554e-30
28124   4.549554e-30
13096   5.251544e-30
13115   5.251544e-30
23642   5.356139e-30
35123   5.356139e-30
35144   5.356139e-30
35164   5.356139e-30
35186   5.356139e-30
35201   5.356139e-30
35216   5.356139e-30
35230   5.356139e-30
35240   5.356139e-30
11133   6.040337e-30
29640   6.799899e-30
28892   6.941391e-30
28898   6.941391e-30
29839   7.228844e-30
3515    9.747580e-30
3520    9.747580e-30
8404    1.033579e-29
8439    1.033579e-29
4285    1.072868e-29
4300    1.072868e-29
4314    1.072868e-29
4327    1.072868e-29
29575   1.083973e-29
29601   1.083973e-29
29627   1.083973e-29
31578   1.166444e-29
31594   1.166444e-29
31610   1.166444e-29
34811   1.178248e-29
13022   1.257287e-29
8330    1.277619e-29
8338    1.277619e-29
8343    1.277619e-29
8354    1.277619e-29
8365    1.277619e-29
8374    1.277619e-29
13086   1.308815e-29
13105   1.308815e-29
27970   1.342726e-29
28022   1.342726e-29
28050   1.342726e-29
28091   1.342726e-29
28119   1.342726e-29
29947   1.348058e-29
19215   1.742135e-29
11194   1.788025e-29
30291   1.846362e-29
30321   1.846362e-29
27977   2.219464e-29
28029   2.219464e-29
28057   2.219464e-29
28098   2.219464e-29
28126   2.219464e-29
919     2.409189e-29
928     2.409189e-29
27728   2.625834e-29
27739   2.625834e-29
31369   3.141115e-29
31375   3.141115e-29
31383   3.141115e-29
31391   3.141115e-29
31400   3.141115e-29
31407   3.141115e-29
31414   3.141115e-29
31421   3.141115e-29
31425   3.141115e-29
31729   3.367956e-29
31735   3.367956e-29
31743   3.367956e-29
31751   3.367956e-29
31759   3.367956e-29
32668   3.499290e-29
32682   3.499290e-29
32696   3.499290e-29
32709   3.499290e-29
32722   3.499290e-29
32736   3.499290e-29
32749   3.499290e-29
32763   3.499290e-29
8381    3.785220e-29
8416    3.785220e-29
33669   3.921490e-29
33681   3.921490e-29
33693   3.921490e-29
33721   3.921490e-29
33730   3.921490e-29
33741   3.921490e-29
8389    4.253996e-29
8424    4.253996e-29
27759   4.592023e-29
33063   5.029196e-29
33067   5.029196e-29
33071   5.029196e-29
33074   5.029196e-29
33078   5.029196e-29
33082   5.029196e-29
23036   6.169419e-29
23048   6.169419e-29
23060   6.169419e-29
31265   6.426188e-29
32670   6.516187e-29
32684   6.516187e-29
32698   6.516187e-29
32711   6.516187e-29
32724   6.516187e-29
32738   6.516187e-29
32751   6.516187e-29
32765   6.516187e-29
14602   7.206401e-29
33659   7.284954e-29
21351   9.494652e-29
24236   1.037846e-28
24248   1.037846e-28
24259   1.037846e-28
24269   1.037846e-28
24280   1.037846e-28
24291   1.037846e-28
24302   1.037846e-28
24313   1.037846e-28
24325   1.045784e-28
22746   1.146965e-28
22755   1.146965e-28
13084   1.395365e-28
13103   1.395365e-28
24237   1.558301e-28
24249   1.558301e-28
24260   1.558301e-28
24270   1.558301e-28
24281   1.558301e-28
24292   1.558301e-28
24303   1.558301e-28
24314   1.558301e-28
24326   1.558301e-28
8380    1.582696e-28
8415    1.582696e-28
31584   1.637072e-28
31600   1.637072e-28
31616   1.637072e-28
27750   1.645383e-28
27765   1.645383e-28
27779   1.645383e-28
27774   1.871350e-28
27788   1.871350e-28
18682   1.923103e-28
18741   1.923103e-28
18801   1.923103e-28
18859   1.923103e-28
18918   1.923103e-28
18976   1.923103e-28
19036   1.923103e-28
19096   1.923103e-28
19156   1.923103e-28
19275   1.923103e-28
19333   1.923103e-28
19392   1.923103e-28
19450   1.923103e-28
19509   1.923103e-28
19568   1.923103e-28
19626   1.923103e-28
19682   1.923103e-28
19722   1.923103e-28
31180   1.968069e-28
31207   1.968069e-28
12441   2.170405e-28
27733   2.535314e-28
27744   2.535314e-28
27979   2.987413e-28
28031   2.987413e-28
28059   2.987413e-28
28100   2.987413e-28
28128   2.987413e-28
11229   3.183274e-28
11241   3.183274e-28
11253   3.183274e-28
11266   3.183274e-28
32675   3.194759e-28
32689   3.194759e-28
32703   3.194759e-28
32716   3.194759e-28
32729   3.194759e-28
32743   3.194759e-28
32756   3.194759e-28
32770   3.194759e-28
1170    3.950545e-28
1310    3.950545e-28
16966   3.976966e-28
16987   3.976966e-28
17009   3.976966e-28
17033   3.976966e-28
17058   3.976966e-28
17083   3.976966e-28
8391    4.095294e-28
8426    4.095294e-28
18308   4.243486e-28
18326   4.243486e-28
18355   4.243486e-28
32648   4.247804e-28
1020    4.429778e-28
1059    4.429778e-28
1096    4.429778e-28
1134    4.429778e-28
1236    4.429778e-28
1268    4.429778e-28
1307    4.429778e-28
982     4.529943e-28
1206    4.529943e-28
1294    4.529943e-28
11235   5.015354e-28
11247   5.015354e-28
11259   5.015354e-28
11271   5.015354e-28
25084   5.072457e-28
25086   5.072457e-28
1432    6.203147e-28
1443    6.203147e-28
1454    6.203147e-28
7401    6.440747e-28
7423    6.440747e-28
11263   6.451624e-28
10053   8.418803e-28
10062   8.418803e-28
14640   8.669078e-28
7393    1.074767e-27
7415    1.074767e-27
1435    1.081977e-27
1446    1.081977e-27
1457    1.081977e-27
8387    1.255383e-27
8422    1.255383e-27
33668   1.257931e-27
33680   1.257931e-27
33692   1.257931e-27
33720   1.257931e-27
33729   1.257931e-27
33740   1.257931e-27
1429    1.344351e-27
1440    1.344351e-27
1451    1.344351e-27
8335    1.885785e-27
8351    1.885785e-27
8362    1.885785e-27
7240    2.056507e-27
7255    2.056507e-27
7272    2.056507e-27
7289    2.056507e-27
23507   2.166885e-27
31576   2.543465e-27
31592   2.543465e-27
31608   2.543465e-27
16004   2.548986e-27
4231    2.663632e-27
10267   2.790997e-27
4216    3.392657e-27
14750   3.548932e-27
14761   3.548932e-27
11684   5.012993e-27
11695   5.012993e-27
11705   5.012993e-27
31797   5.585960e-27
31812   5.585960e-27
4284    5.833431e-27
4313    5.833431e-27
4326    5.833431e-27
5992    6.440631e-27
5998    6.440631e-27
27972   6.467346e-27
28024   6.467346e-27
28052   6.467346e-27
28093   6.467346e-27
28121   6.467346e-27
24225   6.624526e-27
28542   9.193021e-27
28562   9.193021e-27
28581   9.193021e-27
28601   9.193021e-27
28621   9.193021e-27
31731   1.116146e-26
31737   1.116146e-26
31745   1.116146e-26
31753   1.116146e-26
31761   1.116146e-26
33670   1.245590e-26
33682   1.245590e-26
33694   1.245590e-26
33731   1.245590e-26
33742   1.245590e-26
8356    1.438474e-26
8367    1.438474e-26
8376    1.438474e-26
29036   2.023855e-26
29045   2.023855e-26
29054   2.023855e-26
29063   2.023855e-26
29076   2.023855e-26
29893   2.106151e-26
29902   2.106151e-26
29868   2.486818e-26
29878   2.486818e-26
29888   2.486818e-26
29897   2.486818e-26
11261   2.600783e-26
14111   2.662781e-26
24243   2.662781e-26
24255   2.662781e-26
24276   2.662781e-26
24287   2.662781e-26
24298   2.662781e-26
24309   2.662781e-26
24320   2.662781e-26
24332   2.662781e-26
32671   2.799925e-26
32685   2.799925e-26
32699   2.799925e-26
32712   2.799925e-26
32725   2.799925e-26
32739   2.799925e-26
32752   2.799925e-26
32766   2.799925e-26
6984    3.322466e-26
6995    3.322466e-26
8542    3.449303e-26
8570    3.449303e-26
8581    3.449303e-26
8591    3.449303e-26
26992   3.507654e-26
11676   3.515556e-26
11687   3.515556e-26
11697   3.515556e-26
20907   3.691693e-26
18554   3.912520e-26
33072   4.130229e-26
846     4.993833e-26
858     4.993833e-26
871     4.993833e-26
883     4.993833e-26
33064   5.690314e-26
33068   5.690314e-26
33075   5.690314e-26
33079   5.690314e-26
33083   5.690314e-26
4225    5.807935e-26
15627   6.653865e-26
15647   6.653865e-26
29922   6.782391e-26
29929   6.782391e-26
29937   6.782391e-26
29943   6.782391e-26
29949   6.782391e-26
30070   6.782391e-26
16723   7.265586e-26
16732   7.265586e-26
16738   7.265586e-26
16745   7.265586e-26
16752   7.265586e-26
27959   7.486805e-26
28011   7.486805e-26
28039   7.486805e-26
28066   7.486805e-26
28080   7.486805e-26
28107   7.486805e-26
23644   7.664640e-26
23648   7.664640e-26
35115   7.907751e-26
35136   7.907751e-26
35178   7.907751e-26
35193   7.907751e-26
35208   7.907751e-26
35222   7.907751e-26
13020   1.025033e-25
7916    1.048134e-25
7931    1.048134e-25
7946    1.048134e-25
7961    1.048134e-25
7396    1.161626e-25
7418    1.161626e-25
29941   1.181008e-25
4351    1.199759e-25
29927   1.238929e-25
11230   1.238929e-25
11242   1.238929e-25
11254   1.238929e-25
11267   1.238929e-25
35116   1.238929e-25
35137   1.238929e-25
35157   1.238929e-25
35179   1.238929e-25
35194   1.238929e-25
35209   1.238929e-25
35223   1.238929e-25
35233   1.238929e-25
27978   1.307232e-25
28030   1.307232e-25
28058   1.307232e-25
28099   1.307232e-25
28127   1.307232e-25
31583   1.329942e-25
31599   1.329942e-25
31615   1.329942e-25
8333    1.381041e-25
8341    1.381041e-25
8346    1.381041e-25
8358    1.381041e-25
8369    1.381041e-25
8378    1.381041e-25
35232   1.405317e-25
29858   1.534356e-25
29906   1.534356e-25
27957   2.336826e-25
28009   2.336826e-25
28037   2.336826e-25
28064   2.336826e-25
28078   2.336826e-25
28105   2.336826e-25
11232   2.412980e-25
11244   2.412980e-25
11256   2.412980e-25
11227   3.018710e-25
11238   3.018710e-25
11250   3.018710e-25
27974   3.128206e-25
28026   3.128206e-25
28054   3.128206e-25
28095   3.128206e-25
28123   3.128206e-25
20605   3.505358e-25
20618   3.505358e-25
31101   3.892221e-25
31120   3.892221e-25
31138   3.892221e-25
31157   3.892221e-25
31173   3.892221e-25
31187   3.892221e-25
31200   3.892221e-25
31212   3.892221e-25
31226   3.892221e-25
31241   3.892221e-25
910     4.192985e-25
29579   4.236981e-25
29605   4.236981e-25
29631   4.236981e-25
7394    5.008050e-25
7416    5.008050e-25
14729   5.329526e-25
14738   5.329526e-25
27727   6.071157e-25
27738   6.071157e-25
13584   6.798284e-25
33714   8.516373e-25
33723   8.516373e-25
33734   8.516373e-25
23552   8.534781e-25
23561   8.534781e-25
28543   8.599243e-25
28563   8.599243e-25
28582   8.599243e-25
28602   8.599243e-25
28622   8.599243e-25
1807    9.019068e-25
1892    9.019068e-25
1967    9.019068e-25
2049    9.019068e-25
2131    9.019068e-25
2204    9.019068e-25
2271    9.019068e-25
2284    9.019068e-25
2368    9.019068e-25
2415    9.019068e-25
23655   9.592695e-25
24242   1.168969e-24
24254   1.168969e-24
24275   1.168969e-24
24286   1.168969e-24
24297   1.168969e-24
24308   1.168969e-24
24319   1.168969e-24
24331   1.168969e-24
4299    1.183978e-24
17383   1.193231e-24
23647   1.326136e-24
23651   1.326136e-24
23659   1.326136e-24
7403    1.536237e-24
7425    1.536237e-24
33712   1.547691e-24
29662   1.678474e-24
29698   1.678474e-24
11857   1.737600e-24
9126    1.934602e-24
9142    1.934602e-24
9156    1.934602e-24
9169    1.934602e-24
9183    1.934602e-24
9189    1.934602e-24
9205    1.934602e-24
9221    1.934602e-24
9237    1.934602e-24
9254    1.934602e-24
16722   2.599954e-24
16731   2.599954e-24
16737   2.599954e-24
16744   2.599954e-24
16751   2.599954e-24
4255    2.684041e-24
24231   2.684041e-24
7398    3.149902e-24
7420    3.149902e-24
33697   3.155827e-24
33699   3.155827e-24
33703   3.155827e-24
33705   3.155827e-24
13090   3.166634e-24
13109   3.166634e-24
28891   3.603705e-24
15438   3.681107e-24
15478   3.681107e-24
27757   3.696894e-24
27772   3.696894e-24
27786   3.696894e-24
24265   4.072784e-24
10277   4.166587e-24
10286   4.166587e-24
11570   4.200814e-24
23042   4.617984e-24
23054   4.617984e-24
23066   4.617984e-24
13093   4.678291e-24
13112   4.678291e-24
16347   4.894026e-24
31098   5.540860e-24
31116   5.540860e-24
31135   5.540860e-24
31153   5.540860e-24
31169   5.540860e-24
31183   5.540860e-24
31197   5.540860e-24
31209   5.540860e-24
31223   5.540860e-24
31237   5.540860e-24
31572   6.426299e-24
31588   6.426299e-24
31604   6.426299e-24
6007    7.442150e-24
7397    7.681769e-24
7419    7.681769e-24
29583   8.041545e-24
29608   8.041545e-24
29635   8.041545e-24
24241   8.132673e-24
24253   8.132673e-24
24264   8.132673e-24
24274   8.132673e-24
24285   8.132673e-24
24296   8.132673e-24
24307   8.132673e-24
24318   8.132673e-24
24330   8.132673e-24
10294   8.150873e-24
15582   8.214412e-24
15587   8.214412e-24
15590   8.214412e-24
15593   8.214412e-24
15597   8.214412e-24
15601   8.214412e-24
17265   9.236777e-24
17276   9.236777e-24
17286   9.236777e-24
17301   9.236777e-24
24244   9.555732e-24
24256   9.555732e-24
24277   9.555732e-24
24288   9.555732e-24
24299   9.555732e-24
24321   9.555732e-24
