GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
NM_017726 chr15 41107643 41120907 - 13265 0.4658495 0.9908689 0.6246146 3.6428996 5.529547 0.136882 0.1709823
NM_017743 chr15 65737998 65810035 - 72038 0.402034 -0.8417745 -0.3406741 7.6867583 40.2851 9.270829E-09 3.247835E-08
NM_017762 chr15 31231144 31283807 - 52664 0.4638827 0.09216182 -0.2035341 8.7861071 13.27034 0.004086992 0.006822846
NM_017793 chr15 75247443 75249775 - 2333 1.331416 0.707744 1.721277 4.3078339 8.157332 0.04286961 0.06009351
NM_017851 chr15 65550437 65579018 - 28582 -0.7530573 0.7630577 0.05329845 5.8342154 24.21425 2.253483E-05 5.220202E-05
NM_017858 chr15 66629008 66649054 - 20047 0.2461009 0.08676301 -0.03544845 4.8988854 1.299913 0.7291537 0.7564549
NM_017882 chr15 68499330 68522080 - 22751 -0.02249061 0.8393495 0.2545794 6.905421 15.53711 0.001410696 0.002514385
NM_017996 chr15 89055714 89089912 - 34199 -0.6287663 -1.0611 -0.7858005 6.2746196 16.47721 0.0009050952 0.001671879
NM_018003 chr15 70946893 71055850 - 108958 -2.686248 -1.397072 -0.2954297 9.1666648 122.281 2.489759E-26 2.6167E-25
NM_018080 chr15 62156505 62352664 - 196160 0.911889 0.4824845 0.7357551 8.6505033 25.0081 1.53804E-05 3.660244E-05
NM_018145 chr15 41028082 41047534 - 19453 1.204488 1.681846 1.199542 8.1936502 48.47059 1.690915E-10 6.937631E-10
NM_018163 chr15 41060067 41099676 - 39610 0.5631232 0.8017326 0.6871205 6.6663276 8.119174 0.04361189 0.06103375
NM_018285 chr15 75931426 75932664 - 1239 -0.1439103 0.8482462 -0.2365898 6.9213048 14.64596 0.002145616 0.003736874
NM_018357 chr15 71123863 71146604 - 22742 0.5061918 -2.946408 -2.619526 7.4550423 158.3051 4.254846E-34 5.586285E-33
NM_018365 chr15 56720929 56757335 - 36407 0.543581 0.1437582 1.250828 5.6426952 11.86457 0.007861774 0.01250324
NM_018445 chr15 101812387 101817725 - 5339 -1.037549 0.2481312 -0.3257051 7.5394814 29.12243 2.110616E-06 5.642855E-06
NM_018648 chr15 34633917 34635362 - 1446 -1.373048 0.1070607 -0.5496622 7.0343253 24.88663 1.630662E-05 3.869875E-05
NM_018668 chr15 91541646 91565851 - 24206 1.313823 0.03209858 0.6998796 6.198269 26.18429 8.726481E-06 2.162363E-05
NM_018670 chr15 90293098 90294540 - 1443 2.657952 0.3296488 -0.8685627 2.2507737 20.14297 0.0001585466 0.0003272948
NM_018728 chr15 52484515 52587995 - 103481 0.5799863 1.29673 3.436411 7.5763 288.0871 3.765989E-62 1.10824E-60
NM_019066 chr15 23888696 23892993 - 4298 4.415496 -2.217124 -0.2891674 3.5617981 192.1416 2.103658E-41 3.52012E-40
NM_019600 chr15 52873518 52970831 - 97314 -0.4405717 0.3734196 -0.06292622 8.2807644 6.988868 0.07225344 0.09610518
NM_020147 chr15 71173681 71184772 - 11092 0.2226425 -1.594347 -1.396103 4.6016862 50.99144 4.912661E-11 2.10254E-10
NM_020154 chr15 34376224 34394053 - 17830 -0.2778288 0.319415 -0.6948221 7.8108437 25.89424 1.003625E-05 2.46828E-05
NM_020211 chr15 93586636 93632443 - 45808 3.614693 -3.775466 -1.60096 7.8813841 201.1959 2.326743E-43 4.119591E-42
NM_020214 chr15 72533522 72563628 - 30107 0.8448519 -0.8214944 0.4796531 7.8839513 64.06061 7.966711E-14 4.228104E-13
NM_020371 chr15 34158428 34331303 - 172876 -1.613968 -0.4971653 -1.413631 7.1321186 62.10244 2.089068E-13 1.068831E-12
NM_020396 chr15 52401466 52404972 - 3507 5.042368 9.845544 2.100455 3.3763133 230.3336 1.171364E-49 2.68721E-48
NM_020447 chr15 75192328 75199462 - 7135 0.07577558 -1.886858 -0.01961123 8.0518227 99.22897 2.276538E-21 1.829377E-20
NM_020660 chr15 35044642 35046782 - 2141 7.153988 0 0 1.6616099 60.15969 5.434108E-13 2.727922E-12
NM_020739 chr15 55647421 55700708 - 53288 -0.8464345 0.02540589 -0.7123307 9.4936775 22.55928 4.989136E-05 0.0001101897
NM_020821 chr15 62144590 62352664 - 208075 0.5351588 0.4378438 0.6760038 9.1644232 15.06408 0.0017627 0.003108033
NM_020843 chr15 76640527 77176217 - 535691 0.3220389 0.3096011 -0.4554158 8.4922665 19.77913 0.0001886051 0.0003857996
NM_020908 chr15 70340130 70390256 - 50127 1.713751 1.498365 1.406113 7.4042208 33.49651 2.530428E-07 7.5824E-07
NM_020962 chr15 65673825 65715410 - 41586 2.691716 -0.1839534 0.3948412 5.4333372 76.35505 1.856312E-16 1.129941E-15
NM_021077 chr15 85198360 85201802 - 3443 3.699749 -0.7027048 0.672328 4.9513089 41.88732 4.239214E-09 1.535789E-08
NM_021912 chr15 26788694 27018935 - 230242 4.017618 1.035013 1.198445 8.572004 199.0883 6.639836E-43 1.142427E-41
NM_022048 chr15 64457716 64648442 - 190727 0.1859625 -0.1571068 0.5531841 7.3236208 12.79077 0.005111643 0.008405156
NM_022163 chr15 89002709 89010633 - 7925 -2.722402 -1.135427 -3.039259 7.3735311 184.5194 9.320018E-40 1.500699E-38
NM_022369 chr15 74471808 74495220 - 23413 0.7123951 -2.734582 0.1301593 2.7989874 17.27412 0.0006206713 0.001173418
NM_022473 chr15 42704635 42749765 - 45131 -3.76173 -4.848929 -3.570576 11.2813614 487.7195 2.187582E-105 1.393196E-103
NM_022480 chr15 86302559 86338189 - 35631 1.994574 1.527189 -0.2476312 6.2794238 21.62718 7.798321E-05 0.0001664604
NM_022841 chr15 56382731 56535483 - 152753 0.3590132 -0.1366805 0.01909557 7.5242722 4.892369 0.1798502 0.2168468
NM_024490 chr15 25923860 26108349 - 184490 1.172606 0.2538928 1.803887 6.9036308 42.66251 2.902421E-09 1.072262E-08
NM_024580 chr15 82422561 82555104 - 132544 -0.3572855 0.4566215 -0.3086709 6.6972375 10.68905 0.01353179 0.02062886
NM_024611 chr15 60711808 60771359 - 59552 -0.384421 -0.08169813 0.03272893 7.7081032 2.661534 0.4468039 0.4909854
NM_024666 chr15 67493013 67547074 - 54062 0.3929314 -0.06956223 -0.2087887 7.452217 5.188063 0.158533 0.1943851
NM_024713 chr15 34432875 34502297 - 69423 0.5515102 0.06787741 0.4835505 7.2639187 4.210966 0.2395662 0.2794503
NM_024755 chr15 59171244 59225852 - 54609 -0.1467451 0.4628489 0.283016 8.9818572 14.41832 0.002387661 0.0041281
NM_024776 chr15 77400498 77712446 - 311949 -0.8030187 -1.526367 -0.4952072 9.3179936 35.54589 9.340759E-08 2.981078E-07
NM_024837 chr15 50150435 50411419 - 260985 0.4090272 1.032511 0.4353818 6.1690858 13.14599 0.004331295 0.007199702
NM_025049 chr15 65107829 65117867 - 10039 0.1331633 0.3448025 0.4304978 3.4673966 1.015849 0.7974169 0.8177308
NM_025083 chr15 74922899 74988386 - 65488 0.1623486 -0.4010988 -0.02477972 7.4262997 5.107248 0.1641102 0.2004174
NM_025137 chr15 44854894 44955876 - 100983 -0.5024475 0.02086299 -0.09560958 8.8168096 11.62295 0.008792972 0.01386022
NM_025141 chr15 102182049 102192594 - 10546 0.4882264 -0.1070883 -0.6233054 7.8507867 28.35185 3.063966E-06 8.034771E-06
NM_025165 chr15 44064798 44069502 - 4705 -0.6903744 0.9794129 0.3955696 4.5276758 16.73149 0.0008025308 0.001496024
NM_025234 chr15 78575578 78592068 - 16491 0.01556822 0.01657181 -0.02585697 7.4224207 0.03840636 0.9980211 0.9980211
NM_025238 chr15 83685181 83736106 - 50926 -1.033603 -2.055599 -1.915378 9.3578912 120.3164 6.596265E-26 6.765929E-25
NM_030594 chr15 83211951 83316767 - 104817 1.477467 -0.0580681 -0.01532341 6.826487 44.98571 9.317638E-10 3.62098E-09
NM_030922 chr15 23004684 23034427 - 29744 0.3327317 -0.3463071 0.2149175 7.6791695 8.055737 0.04487374 0.06255349
NM_031226 chr15 51500254 51630795 - 130542 0.8080387 1.541221 0.5196036 4.2214197 11.63185 0.008756821 0.01381855
NM_031284 chr15 73043708 73076126 - 32419 0.4652412 0.959916 1.918887 7.7009221 69.34155 5.905319E-15 3.306824E-14
NM_032231 chr15 64364758 64386207 - 21450 -1.592734 1.3229 -0.9828132 7.9727144 219.1723 3.031435E-47 6.371987E-46
NM_032246 chr15 82334119 82338484 - 4366 0.6905419 -1.796312 -0.7701254 4.5624479 28.15464 3.370465E-06 8.769406E-06
NM_032445 chr15 66187634 66546075 - 358442 2.536965 -0.03669709 1.021178 6.7147501 28.70192 2.586796E-06 6.847307E-06
NM_032802 chr15 50999737 51057910 - 58174 -0.9429595 1.219282 0.009707959 7.9098475 125.9414 4.051483E-27 4.35988E-26
NM_032808 chr15 77905366 77924869 - 19504 4.152569 -0.6105285 0.596281 7.7571804 111.2415 5.931245E-24 5.713007E-23
NM_032856 chr15 85184726 85197574 - 12849 -0.05151132 -1.02713 0.4030716 7.1505548 19.23088 0.0002449323 0.0004899795
NM_032892 chr15 44162959 44487492 - 324534 -0.06553178 0.1543843 -0.1865141 9.6921792 3.02761 0.3873877 0.4323786
NM_032907 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_033429 chr15 68483043 68498448 - 15406 0.144823 0.5698865 1.005976 6.3708141 16.40488 0.0009365807 0.001716605
NM_033503 chr15 40380092 40398639 - 18548 -1.496337 -0.9031381 1.188348 6.1603785 54.35736 9.414518E-12 4.237526E-11
NM_052840 chr15 72577068 72612525 - 35458 1.90652 -0.7185462 0.377098 5.7583766 76.03958 2.169092E-16 1.314704E-15
NM_052849 chr15 40845112 40857256 - 12145 -1.151401 -1.377375 -0.9501739 6.2863463 33.90412 2.075704E-07 6.344576E-07
NM_052955 chr15 43568479 43594453 - 25975 -0.2462961 0.05015395 -0.02436273 3.3128275 0.8889649 0.82809 0.8441137
NM_054020 chr15 43922760 43941039 - 18280 1.013131 -0.3163614 0.4876414 5.2891047 16.41157 0.0009336203 0.001716397
NM_078474 chr15 102182049 102192594 - 10546 0.4882264 -0.1070883 -0.6233054 7.8507867 28.35185 3.063966E-06 8.034771E-06
NM_080650 chr15 35663170 35838404 - 175235 -0.6433617 -0.7402798 -0.6927517 7.5018217 10.56394 0.01433338 0.02176531
NM_130434 chr15 65737998 65810035 - 72038 0.402034 -0.8417745 -0.3406741 7.6867583 40.2851 9.270829E-09 3.247835E-08
NM_130810 chr15 55722506 55800432 - 77927 -0.1165808 -0.2485334 0.2811309 6.5933261 4.364531 0.2246968 0.2642727
NM_130838 chr15 25582396 25650653 - 68258 -0.2931027 -0.4636476 -1.111256 8.981508 29.04684 2.189244E-06 5.82388E-06
NM_130839 chr15 25582396 25684175 - 101780 -0.1759291 -0.4446441 -1.051409 9.1096937 25.70381 1.1001E-05 2.683891E-05
NM_130901 chr15 31775329 31947542 - 172214 1.674839 0.6445413 0.3479757 5.8715218 28.81191 2.452765E-06 6.512724E-06
NM_133639 chr15 41164412 41166487 - 2076 7.093103 4.810079 7.006039 2.439795 18.6712 0.0003197084 0.0006275049
NM_133647 chr15 34522197 34629045 - 106849 0.7920617 -0.2247455 0.5033767 8.0016145 29.49273 1.764305E-06 4.764739E-06
NM_134260 chr15 60780483 60919729 - 139247 -0.0322245 1.270698 0.4911871 8.2838512 39.08752 1.663126E-08 5.663654E-08
NM_134261 chr15 60780483 61521502 - 741020 -0.02417457 1.172563 0.3922925 8.594858 43.25951 2.167758E-09 8.113882E-09
NM_134262 chr15 60780483 60884707 - 104225 -0.061886 1.271031 0.4801375 8.2635355 39.84973 1.146593E-08 3.971195E-08
NM_138319 chr15 101844133 102030187 - 186055 0.8522003 3.538414 -1.24387 9.5229512 244.8005 8.716781E-53 2.054945E-51
NM_138322 chr15 101923953 102030187 - 106235 1.166804 3.428939 -0.7173422 7.3396025 227.3026 5.296797E-49 1.189549E-47
NM_138323 chr15 101886947 102030187 - 143241 1.1279 3.503364 -0.5351621 7.9285383 218.8879 3.492371E-47 7.269243E-46
NM_138324 chr15 101886947 102030187 - 143241 1.1279 3.503364 -0.5351621 7.9285383 218.8879 3.492371E-47 7.269243E-46
NM_138325 chr15 101905079 102030187 - 125109 1.088764 3.497564 -0.9045267 7.8433548 253.3159 1.25496E-54 3.095327E-53
NM_138356 chr15 45459412 45493373 - 33962 1.247619 1.366786 -0.4066707 6.3413633 38.76881 1.942847E-08 6.569041E-08
NM_138477 chr15 43015760 43029417 - 13658 0.1640649 -0.2282302 0.3995566 6.0316745 4.289931 0.2318109 0.2717502
NM_138573 chr15 76234328 76304785 - 70458 0.1663019 2.21954 0.1719964 5.3564946 35.88877 7.905044E-08 2.5515E-07
NM_138704 chr15 29560353 29562020 - 1668 -0.3821215 -0.527499 -0.4479082 6.3860299 4.459705 0.2159128 0.2557032
NM_138792 chr15 52230222 52263998 - 33777 0.2370432 1.116025 0.6731612 7.4067111 27.86612 3.87479E-06 1.000226E-05
NM_139057 chr15 100511643 100882183 - 370541 -0.4090254 0.8241081 -0.3196874 6.9075282 33.73464 2.253921E-07 6.859829E-07
NM_139242 chr15 65293850 65321977 - 28128 -0.6682313 -0.07127114 -0.4585379 6.1613634 7.239607 0.06464039 0.08703709
NM_139265 chr15 42191639 42264755 - 73117 -2.408626 -0.4780791 -0.3953456 8.0116723 76.82623 1.471083E-16 8.980128E-16
NM_139320 chr15 30653443 30685864 - 32422 1.679686 -0.7735815 1.132211 2.757198 20.56461 0.0001296309 0.0002694278
NM_144565 chr15 45409564 45422059 - 12496 -0.03723142 -1.951396 6.177633 6.028012 263.4985 7.870561E-57 2.139088E-55
NM_144572 chr15 78287327 78369994 - 82668 -0.2526579 0.9941599 1.783181 8.3826399 127.3754 1.98899E-27 2.193028E-26
NM_144597 chr15 83673145 83680393 - 7249 -0.06465723 -0.581389 -0.06649551 5.6407527 4.327573 0.2281957 0.2679447
NM_144599 chr15 23043279 23086436 - 43158 2.686237 0.2875727 0.6250482 7.978472 130.17 4.970902E-28 5.64118E-27
NM_148911 chr15 30653443 30685864 - 32422 1.679686 -0.7735815 1.132211 2.757198 20.56461 0.0001296309 0.0002694278
NM_152334 chr15 102193955 102264645 - 70691 -0.4173988 -2.049133 -1.602632 7.4330067 94.93519 1.906532E-20 1.43731E-19
NM_152449 chr15 100267606 100273649 - 6044 -1.076802 -1.782334 -0.4967096 5.859728 31.22563 7.619573E-07 2.134781E-06
NM_152455 chr15 43650370 43662258 - 11889 0.8331822 0.2327913 0.7324812 6.7548803 8.121672 0.04356291 0.06098522
NM_152596 chr15 41474931 41522955 - 48025 -0.0808867 0.4379127 -0.3086441 5.327743 7.209827 0.06550222 0.08800314
NM_152597 chr15 39892232 40075039 - 182808 -0.7365716 -0.007567316 -0.9197717 5.1079205 11.84644 0.007928156 0.01259473
NM_152647 chr15 49620592 49913118 - 292527 -0.3506195 -0.7166065 0.06573512 7.9508971 17.23943 0.0006309603 0.001189707
NM_153260 chr15 42834720 42841002 - 6283 -0.3209347 -0.8386019 0.07989578 6.2142052 14.12297 0.00274246 0.004705299
NM_153374 chr15 52015261 52030320 - 15060 1.662077 1.38468 1.010843 6.2270831 24.19589 2.273467E-05 5.260784E-05
NM_153613 chr15 34651089 34659395 - 8307 0.7873361 -2.480294 -0.2188495 7.0404582 102.9629 3.583668E-22 3.133507E-21
NM_153700 chr15 43891761 43910998 - 19238 3.244554 1.809085 1.347703 3.0275588 29.07969 2.154727E-06 5.742797E-06
NM_153815 chr15 79252289 79298002 - 45714 5.380548 -0.8152327 5.309293 7.4893523 197.6487 1.35894E-42 2.328754E-41
NM_170674 chr15 37183222 37392341 - 209120 -0.4222976 -1.38227 -1.110554 7.3939391 32.30629 4.510551E-07 1.31286E-06
NM_170675 chr15 37183222 37392341 - 209120 -0.4222976 -1.38227 -1.110554 7.3939391 32.30629 4.510551E-07 1.31286E-06
NM_170676 chr15 37183222 37392341 - 209120 -0.4222976 -1.38227 -1.110554 7.3939391 32.30629 4.510551E-07 1.31286E-06
NM_170677 chr15 37183222 37392341 - 209120 -0.4222976 -1.38227 -1.110554 7.3939391 32.30629 4.510551E-07 1.31286E-06
NM_170696 chr15 58245622 58358121 - 112500 -1.634485 -1.540115 -0.580256 6.1943773 20.4789 0.0001350489 0.0002797348
NM_170697 chr15 58245622 58306295 - 60674 -1.901258 -1.817351 -0.6201238 6.0052379 21.08333 0.0001011636 0.0002127476
NM_172095 chr15 43922760 43941039 - 18280 1.013131 -0.3163614 0.4876414 5.2891047 16.41157 0.0009336203 0.001716397
NM_172315 chr15 37183222 37390562 - 207341 -0.5284267 -1.44366 -1.187222 7.3120915 35.65179 8.871559E-08 2.848378E-07
NM_172316 chr15 37183222 37391597 - 208376 -0.5145848 -1.441058 -1.173661 7.3235926 34.68413 1.420566E-07 4.437449E-07
NM_173500 chr15 43036542 43213007 - 176466 0.1418354 0.7706654 0.5484112 8.1569395 12.69614 0.00534199 0.008683531
NM_173814 chr15 55903739 56035317 - 131579 0.1317561 -0.8047561 1.435977 6.4043968 64.05487 7.989266E-14 4.234807E-13
NM_174916 chr15 43235098 43398286 - 163189 -0.9184976 -0.9832061 -0.8979405 8.6951887 47.73362 2.426373E-10 9.888571E-10
NM_175610 chr15 29991571 30114706 - 123136 -0.6535088 -0.5583521 -0.3279816 10.8741335 16.74935 0.0007957769 0.001484082
NM_178034 chr15 42359881 42386752 - 26872 0.2197927 1.534581 0.0941403 3.3054917 19.11035 0.0002594046 0.0005162683
NM_178232 chr15 89420516 89438857 - 18342 -1.424833 -2.322468 -0.004638045 4.9712501 31.33947 7.210315E-07 2.049728E-06
NM_178842 chr15 100940600 101084925 - 144326 0.01343904 0.2283035 0.4040521 4.97482 2.880948 0.4103472 0.4547926
NM_181077 chr15 34671270 34682001 - 10732 0.8161666 -0.4472854 1.143679 7.4456469 12.4521 0.005984547 0.009680084
NM_181427 chr15 50578077 50647605 - 69529 0.3497309 0.1010587 0.09355996 7.20932 2.55745 0.464998 0.5079158
NM_181900 chr15 81605007 81616524 - 11518 -0.2639141 3.596227 1.691147 6.0945333 230.5926 1.029652E-49 2.400834E-48
NM_182470 chr15 72491370 72523727 - 32358 -0.4211568 -3.517446 -1.560103 11.3032536 182.1571 3.017326E-39 4.716092E-38
NM_182471 chr15 72491370 72523727 - 32358 -0.4211568 -3.517446 -1.560103 11.3032536 182.1571 3.017326E-39 4.716092E-38
NM_182562 chr15 98980391 99057611 - 77221 -0.398671 0.3002752 0.1925832 5.2441773 6.668919 0.08323359 0.1089107
NM_182616 chr15 90439764 90456222 - 16459 0.05960887 -0.5827157 0.3758067 7.9142681 17.56874 0.0005397538 0.001028642
NM_182758 chr15 53805938 54051859 - 245922 -0.1493074 4.635705 0.2474319 7.575155 676.4251 2.715496E-146 4.291489E-144
NM_183234 chr15 55495164 55562484 - 67321 -0.198306 2.718454 3.115427 7.7021773 211.6363 1.289816E-45 2.424513E-44
NM_183235 chr15 55495164 55582013 - 86850 -0.1570526 2.699893 3.031354 7.7767034 217.7882 6.037023E-47 1.250484E-45
NM_183236 chr15 55495164 55563107 - 67944 -0.223325 2.69345 3.092015 7.7045045 213.9799 4.01793E-46 8.203114E-45
NM_194272 chr15 65032095 65067770 - 35676 -4.860833 -4.069813 -4.604421 8.0862673 790.5379 4.878873E-171 8.67423E-169
NM_197958 chr15 71143766 71146604 - 2839 3.006904 0.07854451 -0.2436656 4.0778776 38.39816 2.327769E-08 7.790268E-08
NM_197960 chr15 65737998 65809609 - 71612 0.3821591 -0.8748525 -0.3617814 7.6695166 41.77409 4.480344E-09 1.607875E-08
NM_197961 chr15 65737998 65810035 - 72038 0.402034 -0.8417745 -0.3406741 7.6867583 40.2851 9.270829E-09 3.247835E-08
NM_198400 chr15 56119117 56209329 - 90213 -0.935136 1.867184 0.08332646 7.600708 100.9392 9.761939E-22 8.119726E-21
NM_198525 chr15 90171201 90198682 - 27482 -0.2379866 -0.795261 -0.7282915 5.7190976 8.571617 0.03556351 0.05041511
NM_198527 chr15 91474148 91475799 - 1652 -1.039319 -0.3416568 -1.202276 5.5806053 18.15391 0.0004088425 0.0007897379
NM_198902 chr15 77336360 77363570 - 27211 1.476563 -0.08223645 0.7652451 10.0037053 37.87565 3.003109E-08 9.987736E-08
NM_199330 chr15 83517729 83621476 - 103748 -1.17711 0.5304021 -1.241775 7.6665985 71.15725 2.41229E-15 1.381643E-14
NM_199413 chr15 91509268 91537881 - 28614 0.928325 0.2130623 0.0428712 5.837098 13.0257 0.004581355 0.007576993
NM_201265 chr15 74738318 74753529 - 15212 -0.5225497 -1.328885 -1.141963 7.2785071 35.99021 7.524139E-08 2.432235E-07
NM_201631 chr15 43524793 43559055 - 34263 -0.147647 0.2576313 -0.3560802 3.2216852 2.179432 0.5360109 0.5732227
NM_203349 chr15 49115934 49255641 - 139708 -0.5925389 -1.3385 -1.603668 10.2729022 62.2232 1.968515E-13 1.012006E-12
NM_203472 chr15 101811114 101817725 - 6612 -1.025779 0.2934326 -0.2779203 7.6133179 30.0038 1.377516E-06 3.779975E-06
NM_203494 chr15 50792759 50838902 - 46144 0.5656655 0.2845906 0.5683948 4.9272565 3.936935 0.268355 0.309646
NM_205858 chr15 85198360 85201802 - 3443 3.699749 -0.7027048 0.672328 4.9513089 41.88732 4.239214E-09 1.535789E-08
NM_206925 chr15 63615730 63674309 - 58580 2.88057 0.1579691 1.710307 5.550425 35.80955 8.215838E-08 2.643815E-07
NM_206961 chr15 41795840 41806085 - 10246 1.822352 3.130896 5.165908 5.2406892 89.42079 2.917156E-19 2.060845E-18
NM_207338 chr15 66839806 66857835 - 18030 1.411196 1.187025 1.105913 4.5036441 12.31141 0.006389081 0.01029151
NM_207380 chr15 40623653 40633168 - 9516 -2.819226 -4.66601 -2.127175 8.0487408 249.2621 9.449707E-54 2.305957E-52
NM_207381 chr15 51348799 51397473 - 48675 1.755625 0.8353564 1.156768 5.5357291 22.93167 4.172923E-05 9.322441E-05
NM_207446 chr15 93160679 93199031 - 38353 -0.3878833 -1.348745 1.011971 6.4823196 42.41917 3.26899E-09 1.205599E-08
NM_213600 chr15 42433332 42448839 - 15508 -3.715564 -2.369509 5.91559 6.5703409 622.1668 1.576828E-134 1.922379E-132
NR_002208 chr15 40824083 40824749 - 667 0.05872464 -1.560341 -0.3673936 1.5389402 4.599778 0.2035611 0.2425566
NR_002318 chr15 44028146 44038496 - 10351 0.770618 0.6542996 -0.3424142 4.6463593 16.21844 0.001022839 0.00186595
NR_002440 chr15 66795149 66795248 - 100 2.094588 3.68012 4.06863 0.2448615 6.699623 0.08211372 0.1075773
NR_002443 chr15 66793590 66793656 - 67 4.665196 5.742741 5.268974 1.1534336 10.49721 0.0147798 0.02240335
NR_002780 chr15 72968123 72978490 - 10368 -1.352141 -1.03638 -1.848749 1.3301215 7.993719 0.04614168 0.06415333
NR_002824 chr15 23282265 23378259 - 95995 0.1407633 -1.435804 0.4632338 8.551877 22.4133 5.350903E-05 0.0001178138
NR_003136 chr15 76225024 76225471 - 448 -0.7355365 1.047054 -0.7003282 4.6691371 39.49511 1.363212E-08 4.694775E-08
NR_003246 chr15 85049399 85060078 - 10680 -0.8623331 -0.8853086 0.213532 4.5207483 12.47131 0.005931306 0.009604889
NR_003260 chr15 100330361 100347132 - 16772 -1.22687 -1.381366 -0.781018 3.917941 12.36101 0.006243466 0.01006836
NR_003521 chr15 23187729 23208357 - 20629 0.4323777 -0.6843842 0.7085051 5.4600674 24.51721 1.947918E-05 4.559389E-05
NR_003571 chr15 44168024 44170369 - 2346 -0.4877331 1.269612 -1.225345 6.1581918 85.71142 1.825752E-18 1.246478E-17
